# Items: 45000, Weight: 11250000
# Index, Weight, Price
307 701 2086
308 744 6436
309 433 7485
310 284 2268
311 768 8524
312 622 6515
313 536 4953
314 107 6037
315 862 462
316 785 9885
317 724 1211
318 714 5809
319 109 671
320 222 8396
321 589 47
322 873 3379
323 477 4667
324 859 2121
325 986 4827
326 236 289
327 884 4422
328 645 2698
329 658 6199
330 180 6702
331 510 9067
332 934 505
333 722 9822
334 284 5725
335 710 3039
336 859 2897
337 529 8028
338 763 7905
339 998 6594
340 554 7177
341 928 5344
342 184 2672
343 635 836
344 822 4772
345 724 7500
346 757 5769
347 851 7056
348 728 7310
349 385 1549
350 808 8683
351 610 4
352 138 1552
353 820 687
354 731 7773
355 466 3346
356 340 1175
357 623 5602
358 914 9618
359 560 9917
360 772 8592
361 768 5408
362 587 5653
363 453 4092
364 609 9242
365 299 6770
366 685 6424
367 167 2749
368 684 8167
369 530 3121
370 48 3897
371 471 5424
372 939 5007
373 609 8291
374 149 9348
375 529 2178
376 13 3653
377 169 5369
378 978 2109
379 340 1387
380 431 7169
381 512 4655
382 506 8129
383 12 7627
384 919 6790
385 758 9737
386 938 9216
387 117 6174
388 947 4497
389 430 9847
390 805 7211
391 460 5641
392 250 8184
393 674 7675
394 726 9144
395 873 9965
396 958 6001
397 877 4220
398 208 4644
399 425 7237
400 109 8754
401 452 6112
402 184 4505
403 579 855
404 439 364
405 816 3986
406 887 5397
407 156 1904
408 864 1348
409 927 8329
410 270 886
411 273 2013
412 257 2581
413 11 1146
414 289 9362
415 477 3852
416 859 5230
417 861 9921
418 958 3274
419 728 6533
420 496 3716
421 75 2923
422 770 6837
423 922 2490
424 753 7961
425 34 3993
426 615 56
427 290 8229
428 871 7048
429 680 3289
430 425 6772
431 226 1329
432 278 8167
433 797 2291
434 983 8621
435 167 4981
436 348 9616
437 175 6043
438 895 2848
439 338 1065
440 508 5892
441 141 7650
442 160 9220
443 528 9179
444 872 7855
445 27 1602
446 753 3460
447 742 5575
448 450 1714
449 161 151
450 962 5682
451 637 8195
452 461 9044
453 620 5894
454 958 7695
455 504 665
456 546 2476
457 896 4495
458 387 4990
459 208 6850
460 925 8954
461 877 4009
462 477 1549
463 39 8653
464 435 2858
465 584 7885
466 71 7501
467 188 6136
468 508 7106
469 106 8992
470 885 9355
471 935 9887
472 564 8023
473 201 1527
474 517 9263
475 382 6576
476 558 468
477 322 9369
478 720 6278
479 320 9155
480 581 6352
481 75 6975
482 955 8816
483 571 5876
484 304 1166
485 402 4451
486 621 7279
487 657 2015
488 991 6555
489 513 5930
490 432 9122
491 800 5170
492 297 4686
493 337 6118
494 558 3237
495 35 8032
496 91 417
497 787 5851
498 948 3521
499 353 8827
500 716 7091
501 422 3379
502 890 5651
503 950 4115
504 612 8217
505 176 2242
506 999 6754
507 13 4889
508 489 2702
509 701 2079
510 448 8976
511 429 1213
512 107 5736
513 238 5955
514 765 5749
515 171 4513
516 864 1437
517 839 7498
518 314 9874
519 401 9378
520 38 4921
521 875 4790
522 682 3923
523 472 9330
524 111 161
525 464 7728
526 987 448
527 70 8966
528 947 8212
529 855 4767
530 579 8932
531 974 1648
532 300 4674
533 960 6653
534 262 2625
535 726 4907
536 426 2474
537 569 9209
538 964 2165
539 187 2026
540 642 2335
541 18 8474
542 607 7659
543 390 2066
544 459 4995
545 124 3471
546 919 8956
547 493 3354
548 522 8064
549 248 2716
550 727 8287
551 582 8068
552 457 607
553 677 8566
554 439 9203
555 771 8445
556 629 6203
557 680 3851
558 327 1104
559 449 4419
560 502 392
561 474 445
562 161 3973
563 64 1981
564 625 5790
565 12 394
566 443 8505
567 959 7746
568 107 6440
569 873 24
570 378 5005
571 174 1703
572 204 1008
573 968 515
574 958 9694
575 766 2646
576 349 5852
577 791 4433
578 129 7310
579 249 5921
580 514 5119
581 921 2734
582 716 7403
583 193 5016
584 314 5808
585 841 21
586 627 4382
587 722 7955
588 888 8516
589 584 3788
590 202 4565
591 873 6346
592 762 1431
593 972 9864
594 639 6684
595 206 5521
596 57 246
597 913 5730
598 526 9543
599 534 9467
600 453 7542
601 466 616
602 166 1524
603 375 7871
604 35 4402
605 333 6179
606 101 4738
607 482 5307
608 754 8274
609 688 3865
610 678 4838
611 684 6854
612 435 2767
613 722 4890
614 872 1188
615 982 7713
616 588 4577
617 67 855
618 408 286
619 429 8981
620 196 4939
621 859 6372
622 159 1895
623 866 8998
624 140 4596
625 869 101
626 330 2666
627 208 6574
628 740 5112
629 609 8712
630 282 4459
631 153 9441
632 514 9866
633 980 3229
634 365 4880
635 335 5200
636 35 9507
637 26 7207
638 704 6842
639 664 8198
640 907 2733
641 264 8677
642 250 5533
643 923 865
644 472 6321
645 281 4272
646 116 5343
647 501 1125
648 507 6439
649 586 6
650 100 7799
651 865 4163
652 102 7378
653 420 3771
654 587 9788
655 470 6228
656 562 8842
657 934 5785
658 432 57
659 554 1217
660 248 9157
661 813 8392
662 212 8573
663 357 3571
664 768 446
665 592 296
666 204 4950
667 179 6229
668 25 7562
669 355 958
670 643 6043
671 661 4559
672 604 4873
673 531 5505
674 426 9612
675 354 1288
676 479 8219
677 650 9143
678 390 3024
679 758 1512
680 716 5266
681 529 7845
682 859 6142
683 235 809
684 764 4414
685 131 2223
686 353 1351
687 822 7587
688 290 1853
689 97 5433
690 663 237
691 47 7320
692 763 3600
693 901 4945
694 945 7953
695 967 4205
696 557 4906
697 451 2425
698 216 7634
699 834 9421
700 994 3851
701 152 9540
702 685 6796
703 960 4759
704 553 5618
705 577 6614
706 397 5295
707 65 4766
708 164 5163
709 676 9336
710 881 1214
711 376 8614
712 573 3102
713 337 9767
714 141 5107
715 314 8023
716 663 1613
717 96 8934
718 582 5623
719 570 5571
720 572 3965
721 572 8528
722 615 1828
723 62 3912
724 922 7055
725 834 5704
726 177 107
727 222 1759
728 7 5212
729 216 7173
730 741 323
731 271 6231
732 159 9590
733 502 5747
734 553 9237
735 463 7712
736 290 6201
737 289 4347
738 484 917
739 640 1376
740 704 7509
741 372 9846
742 263 9219
743 863 3370
744 38 262
745 135 8537
746 508 1567
747 492 3497
748 656 838
749 691 8104
750 753 8057
751 109 7802
752 830 2084
753 672 3908
754 246 4149
755 328 4171
756 235 4401
757 204 9342
758 795 9169
759 865 3530
760 239 5350
761 532 7744
762 869 8110
763 555 7343
764 908 5854
765 73 9464
766 11 8189
767 444 329
768 835 1143
769 338 7383
770 861 9058
771 578 3953
772 672 6678
773 682 6549
774 461 1015
775 385 4918
776 364 6566
777 897 8587
778 248 5427
779 882 9644
780 456 1386
781 983 7580
782 593 3312
783 195 799
784 82 2824
785 137 8784
786 929 2135
787 65 6098
788 973 8337
789 305 9132
790 623 208
791 321 587
792 255 9612
793 552 8547
794 202 8666
795 688 8410
796 334 4828
797 182 7322
798 54 7115
799 35 5660
800 544 5430
801 895 1684
802 793 318
803 978 9496
804 502 4232
805 845 9492
806 275 2393
807 920 1560
808 918 4983
809 95 2066
810 474 5288
811 469 1441
812 493 225
813 190 3601
814 171 3935
815 927 8183
816 604 4564
817 582 742
818 176 5983
819 910 2182
820 574 4392
821 385 5823
822 399 5609
823 994 5721
824 897 5253
825 365 2459
826 508 3125
827 252 3953
828 821 3370
829 811 251
830 708 3148
831 680 3489
832 171 9562
833 954 6045
834 396 5625
835 113 4218
836 531 9214
837 817 5041
838 23 4480
839 432 4439
840 926 7341
841 265 4171
842 484 7669
843 240 7678
844 94 5134
845 190 824
846 648 4377
847 326 878
848 450 9536
849 632 1013
850 353 343
851 511 4414
852 59 5032
853 490 6886
854 339 9169
855 488 2081
856 137 9866
857 121 8866
858 909 3293
859 892 6775
860 871 8421
861 315 6120
862 676 7727
863 678 1541
864 607 3159
865 485 4397
866 926 356
867 381 1158
868 108 4379
869 84 3684
870 932 5690
871 186 2186
872 330 5400
873 96 2724
874 135 4074
875 434 7716
876 450 7467
877 763 9743
878 158 5710
879 310 1760
880 922 2604
881 355 541
882 140 4503
883 611 1370
884 135 4869
885 642 7773
886 362 2196
887 985 9593
888 384 8932
889 847 6907
890 870 587
891 696 1430
892 803 7955
893 377 535
894 379 556
895 980 6366
896 829 3143
897 584 8806
898 662 5785
899 838 7928
900 604 4018
901 281 4693
902 915 6184
903 508 226
904 247 9225
905 178 4515
906 739 9449
907 722 1724
908 230 258
909 706 8588
910 859 4821
911 828 6004
912 700 8935
913 502 4036
914 8 6946
915 1 22
916 73 9028
917 528 5824
918 281 2215
919 248 3758
920 151 6040
921 37 1191
922 962 9452
923 543 8938
924 432 1397
925 274 3021
926 216 6136
927 937 4839
928 819 9991
929 584 96
930 533 8672
931 713 1591
932 932 6397
933 385 7658
934 272 5273
935 75 6953
936 504 5852
937 12 4457
938 602 5780
939 617 2180
940 628 2919
941 496 9950
942 214 2386
943 218 8506
944 166 3450
945 29 9700
946 828 7654
947 776 7785
948 504 8187
949 861 1419
950 686 8034
951 132 1979
952 816 2637
953 886 1674
954 546 8964
955 848 7332
956 873 8916
957 617 8706
958 7 461
959 119 6782
960 649 4892
961 824 9656
962 575 5414
963 966 1150
964 412 4082
965 201 6805
966 5 7013
967 705 1064
968 202 3589
969 138 156
970 702 9267
971 758 165
972 828 2008
973 214 8803
974 622 3518
975 444 9540
976 813 9177
977 522 1590
978 29 4358
979 673 1640
980 343 6776
981 314 4685
982 905 1288
983 125 9535
984 432 4032
985 436 8270
986 661 3589
987 179 683
988 914 2041
989 776 693
990 733 5483
991 816 6032
992 711 1455
993 73 5780
994 213 5999
995 270 1228
996 320 5359
997 205 405
998 956 8074
999 982 4753
1000 90 6208
1001 836 3852
1002 816 1163
1003 713 5292
1004 186 2027
1005 535 7409
1006 773 6496
1007 986 9740
1008 783 7343
1009 50 3954
1010 530 4426
1011 595 7101
1012 81 1075
1013 434 5136
1014 377 1660
1015 681 2865
1016 229 3873
1017 456 385
1018 671 7841
1019 50 4416
1020 500 2817
1021 986 1672
1022 196 9762
1023 930 6530
1024 116 1707
1025 934 4747
1026 833 5443
1027 953 3160
1028 304 6929
1029 465 3885
1030 202 2352
1031 635 9626
1032 299 5548
1033 354 819
1034 532 140
1035 444 4744
1036 955 5952
1037 15 8550
1038 942 1848
1039 819 7958
1040 151 1405
1041 722 6919
1042 761 4311
1043 712 9900
1044 685 8734
1045 504 1054
1046 228 7838
1047 458 9153
1048 443 9764
1049 643 2025
1050 846 2837
1051 721 8722
1052 742 1120
1053 15 116
1054 174 5690
1055 289 2141
1056 400 7318
1057 594 29
1058 466 9353
1059 112 5544
1060 424 5555
1061 896 5217
1062 864 5364
1063 532 8774
1064 10 2171
1065 613 7031
1066 792 7601
1067 515 9317
1068 580 682
1069 862 3083
1070 172 1177
1071 663 847
1072 360 8112
1073 518 7779
1074 511 3995
1075 15 6521
1076 344 4865
1077 712 4886
1078 627 6538
1079 613 2851
1080 12 5344
1081 6 7697
1082 806 3389
1083 561 3951
1084 55 4622
1085 601 1380
1086 722 6215
1087 728 8305
1088 789 7026
1089 995 1385
1090 977 5927
1091 81 9142
1092 935 3393
1093 102 17
1094 54 2642
1095 289 7792
1096 186 2333
1097 806 2191
1098 362 1966
1099 488 8117
1100 58 4415
1101 765 535
1102 986 609
1103 473 1044
1104 769 4075
1105 455 7289
1106 711 3007
1107 719 249
1108 681 9552
1109 994 5800
1110 576 1461
1111 922 1190
1112 292 8086
1113 461 2013
1114 567 5102
1115 11 8912
1116 123 2055
1117 912 8231
1118 126 191
1119 249 5818
1120 305 3345
1121 169 3898
1122 931 2078
1123 543 4700
1124 919 1200
1125 744 5274
1126 383 1591
1127 683 3727
1128 894 8726
1129 387 2497
1130 569 3315
1131 994 2704
1132 186 2569
1133 384 9131
1134 26 716
1135 731 7711
1136 106 8052
1137 400 2442
1138 18 1126
1139 667 1320
1140 161 2141
1141 469 4112
1142 469 8748
1143 160 6141
1144 952 7772
1145 965 3226
1146 3 569
1147 932 8467
1148 263 4140
1149 61 6814
1150 109 9638
1151 284 3587
1152 372 8852
1153 564 1600
1154 509 7971
1155 99 704
1156 211 4544
1157 75 4115
1158 18 1878
1159 390 2695
1160 14 3961
1161 195 3986
1162 511 1435
1163 457 1862
1164 980 6
1165 49 5245
1166 884 5262
1167 59 4363
1168 631 3183
1169 873 122
1170 682 3124
1171 904 3739
1172 862 6648
1173 506 626
1174 993 2968
1175 801 3091
1176 234 4663
1177 408 5928
1178 458 5709
1179 950 9675
1180 580 8127
1181 64 948
1182 617 5441
1183 450 8936
1184 42 4146
1185 816 3329
1186 94 3387
1187 658 395
1188 938 2153
1189 368 6518
1190 719 6218
1191 297 2552
1192 779 9318
1193 914 8433
1194 25 8132
1195 821 167
1196 294 8804
1197 815 9717
1198 789 8647
1199 308 3803
1200 455 7420
1201 215 2414
1202 798 7552
1203 84 1805
1204 825 1723
1205 814 4906
1206 215 4239
1207 833 198
1208 563 9437
1209 295 6370
1210 141 9522
1211 728 626
1212 473 6228
1213 37 7854
1214 487 5285
1215 696 4927
1216 449 267
1217 539 6634
1218 613 2770
1219 518 6837
1220 213 1692
1221 385 8196
1222 29 5872
1223 868 9123
1224 202 7682
1225 407 7627
1226 77 2021
1227 408 3015
1228 231 4651
1229 307 5048
1230 819 941
1231 237 88
1232 144 5001
1233 508 9152
1234 725 8052
1235 808 3787
1236 72 318
1237 291 9497
1238 912 5984
1239 522 9882
1240 275 7290
1241 528 6802
1242 858 8387
1243 187 9526
1244 401 3922
1245 829 6521
1246 497 5388
1247 845 304
1248 518 2416
1249 988 6532
1250 895 918
1251 954 9148
1252 674 8602
1253 701 2322
1254 643 2943
1255 422 4836
1256 148 9764
1257 285 5051
1258 73 4332
1259 767 3926
1260 986 2791
1261 437 5432
1262 311 2312
1263 446 6230
1264 848 8723
1265 132 7247
1266 976 1764
1267 800 421
1268 934 5585
1269 109 4197
1270 220 1105
1271 375 5289
1272 435 9147
1273 170 1302
1274 690 2200
1275 429 8619
1276 686 9021
1277 97 8272
1278 789 4280
1279 692 5053
1280 649 7921
1281 905 3079
1282 347 3491
1283 12 5161
1284 952 4541
1285 724 6860
1286 596 3164
1287 84 4188
1288 352 6999
1289 82 9033
1290 980 9625
1291 733 7243
1292 392 1617
1293 779 2924
1294 733 381
1295 988 6462
1296 246 2460
1297 609 1199
1298 111 4493
1299 240 5001
1300 757 2492
1301 517 8066
1302 899 5049
1303 312 1141
1304 979 7477
1305 127 7715
1306 61 946
1307 362 6589
1308 375 2665
1309 230 6199
1310 246 2192
1311 660 4554
1312 172 3193
1313 60 9370
1314 262 3616
1315 455 2682
1316 419 1684
1317 809 9856
1318 562 8443
1319 345 5096
1320 980 9013
1321 613 8026
1322 731 7039
1323 518 9475
1324 231 9172
1325 916 9346
1326 706 499
1327 130 3747
1328 355 1128
1329 874 1787
1330 78 37
1331 81 1819
1332 566 2181
1333 705 2938
1334 343 212
1335 573 693
1336 23 849
1337 779 4697
1338 927 8015
1339 297 9266
1340 637 3874
1341 484 5295
1342 60 8221
1343 629 1445
1344 219 7606
1345 767 8404
1346 223 1553
1347 515 2500
1348 474 881
1349 467 7216
1350 496 4542
1351 653 7178
1352 472 9635
1353 676 566
1354 758 6931
1355 293 1864
1356 105 507
1357 979 4932
1358 906 718
1359 826 9783
1360 446 8805
1361 186 8492
1362 2 5832
1363 817 8848
1364 977 9187
1365 32 956
1366 964 3452
1367 524 2645
1368 243 8472
1369 998 3278
1370 762 9477
1371 745 4307
1372 20 632
1373 545 418
1374 872 8509
1375 705 9696
1376 108 226
1377 575 7850
1378 171 4610
1379 100 179
1380 595 3159
1381 464 1979
1382 837 4700
1383 593 6781
1384 743 6353
1385 875 7093
1386 8 647
1387 41 3916
1388 251 5345
1389 625 6769
1390 850 4139
1391 641 67
1392 131 4317
1393 466 4671
1394 211 7957
1395 389 4158
1396 405 1110
1397 879 5867
1398 829 349
1399 810 6924
1400 39 4602
1401 837 3746
1402 64 6675
1403 457 280
1404 470 138
1405 740 7015
1406 301 9304
1407 769 5971
1408 7 1430
1409 710 3803
1410 906 1307
1411 355 95
1412 624 1328
1413 754 527
1414 507 9801
1415 648 6276
1416 947 5923
1417 289 2733
1418 732 5306
1419 251 9723
1420 552 5051
1421 298 9046
1422 903 733
1423 74 198
1424 91 1167
1425 835 376
1426 247 3251
1427 751 594
1428 458 863
1429 508 9279
1430 887 1631
1431 935 8995
1432 944 8315
1433 788 4672
1434 582 7286
1435 442 8229
1436 863 1069
1437 634 4299
1438 813 4210
1439 490 4243
1440 213 1225
1441 99 7822
1442 887 1087
1443 464 7294
1444 891 6524
1445 639 4517
1446 585 2418
1447 108 5548
1448 107 4716
1449 217 5434
1450 945 1820
1451 988 5046
1452 218 2198
1453 860 6111
1454 467 9444
1455 524 6579
1456 449 2508
1457 236 5441
1458 499 9528
1459 126 475
1460 113 5574
1461 580 5183
1462 884 8175
1463 7 426
1464 849 2295
1465 210 2496
1466 405 5910
1467 960 9697
1468 687 5592
1469 387 3862
1470 905 5016
1471 766 7952
1472 578 3237
1473 165 459
1474 611 1670
1475 564 5258
1476 809 8303
1477 863 17
1478 879 5603
1479 454 5190
1480 322 2358
1481 50 4933
1482 326 4529
1483 260 2328
1484 972 6747
1485 609 7913
1486 518 4709
1487 639 7287
1488 542 2504
1489 887 8199
1490 511 7366
1491 842 7673
1492 681 2052
1493 654 6987
1494 966 3023
1495 528 4136
1496 589 8132
1497 34 8790
1498 259 1942
1499 63 7941
1500 860 3412
1501 506 4148
1502 960 160
1503 818 2901
1504 277 8735
1505 900 2374
1506 728 5756
1507 10 2758
1508 651 5271
1509 213 645
1510 783 9108
1511 456 3326
1512 635 707
1513 213 1362
1514 580 352
1515 140 6451
1516 79 4844
1517 993 2094
1518 487 6207
1519 825 4853
1520 467 543
1521 495 6963
1522 730 3119
1523 831 1632
1524 1 5250
1525 478 1627
1526 557 3570
1527 18 5446
1528 217 7659
1529 975 6372
1530 703 1533
1531 773 9584
1532 977 6664
1533 811 3608
1534 134 9333
1535 435 6109
1536 315 6367
1537 460 9228
1538 851 6632
1539 732 9120
1540 811 7488
1541 510 1893
1542 132 7582
1543 443 144
1544 698 1590
1545 862 5185
1546 24 5025
1547 228 1119
1548 234 6902
1549 135 6218
1550 863 9475
1551 435 6729
1552 729 6447
1553 745 8736
1554 371 6583
1555 693 1294
1556 711 8222
1557 404 6616
1558 849 3111
1559 533 4918
1560 163 8956
1561 538 1746
1562 801 5997
1563 372 3993
1564 467 7105
1565 404 1748
1566 761 6219
1567 752 9690
1568 492 6639
1569 815 2168
1570 410 5414
1571 930 5997
1572 212 9096
1573 908 226
1574 956 8074
1575 303 8439
1576 730 2529
1577 795 9945
1578 767 4921
1579 534 5884
1580 404 881
1581 916 8246
1582 584 4393
1583 736 9834
1584 574 7192
1585 601 8647
1586 669 8239
1587 601 7058
1588 449 4100
1589 578 1878
1590 197 6397
1591 543 7182
1592 653 4242
1593 915 468
1594 1 4712
1595 522 3060
1596 671 4198
1597 979 1642
1598 422 7655
1599 225 1351
1600 960 8431
1601 833 1763
1602 154 408
1603 671 8312
1604 674 4917
1605 284 1749
1606 315 1518
1607 850 4723
1608 876 583
1609 769 5872
1610 627 2346
1611 169 6332
1612 778 4417
1613 229 7086
1614 755 563
1615 945 3552
1616 566 6688
1617 471 1424
1618 392 9783
1619 78 6406
1620 227 5146
1621 580 87
1622 885 8501
1623 524 4096
1624 349 9963
1625 834 3005
1626 306 2079
1627 29 6947
1628 511 7526
1629 678 6230
1630 858 8587
1631 522 6928
1632 229 4588
1633 270 1621
1634 25 282
1635 139 4381
1636 390 155
1637 101 591
1638 4 3712
1639 248 3508
1640 361 9970
1641 998 3942
1642 274 1321
1643 984 1165
1644 343 7951
1645 15 3895
1646 511 8435
1647 719 2515
1648 391 3176
1649 444 2261
1650 709 6928
1651 886 9538
1652 823 7047
1653 917 1516
1654 717 1396
1655 774 696
1656 161 105
1657 420 4222
1658 624 5943
1659 472 4143
1660 399 2594
1661 919 2245
1662 997 5058
1663 838 7981
1664 808 9967
1665 565 4019
1666 824 7747
1667 570 9224
1668 375 2658
1669 915 4871
1670 719 902
1671 827 6806
1672 137 9452
1673 630 9599
1674 276 1882
1675 968 4789
1676 427 6912
1677 396 7996
1678 186 406
1679 591 7613
1680 72 4701
1681 438 8297
1682 166 3981
1683 248 4396
1684 129 1841
1685 31 1930
1686 989 5701
1687 733 2495
1688 52 8629
1689 391 4533
1690 877 5327
1691 587 2306
1692 784 1793
1693 707 1552
1694 884 2880
1695 991 9083
1696 409 1589
1697 705 7768
1698 227 5845
1699 514 1010
1700 433 3521
1701 108 6456
1702 171 5264
1703 506 7037
1704 493 7472
1705 654 1214
1706 688 9755
1707 111 62
1708 793 8715
1709 592 2948
1710 584 4052
1711 838 1779
1712 162 1229
1713 211 6237
1714 504 9588
1715 106 7598
1716 180 1046
1717 86 5853
1718 525 1671
1719 279 4516
1720 66 8071
1721 581 3792
1722 384 4428
1723 85 1562
1724 404 1959
1725 702 4566
1726 686 3416
1727 565 7298
1728 11 1339
1729 377 48
1730 838 2438
1731 655 6468
1732 98 3896
1733 6 7454
1734 728 5101
1735 861 1362
1736 330 9187
1737 28 7218
1738 1 7825
1739 797 9968
1740 157 219
1741 954 4807
1742 508 5321
1743 367 9910
1744 326 2884
1745 829 2047
1746 407 6630
1747 246 1849
1748 171 4770
1749 3 6559
1750 895 1312
1751 518 1495
1752 679 6574
1753 751 3898
1754 333 4974
1755 501 5582
1756 40 6408
1757 471 9995
1758 972 4195
1759 206 3861
1760 947 7100
1761 587 8454
1762 480 9631
1763 763 7634
1764 300 7584
1765 597 4002
1766 723 7325
1767 83 5652
1768 346 9517
1769 739 6590
1770 864 8838
1771 905 3072
1772 592 170
1773 678 4926
1774 913 8687
1775 392 7516
1776 730 6516
1777 358 5093
1778 982 3232
1779 270 3992
1780 495 4120
1781 845 3428
1782 240 1658
1783 926 1862
1784 313 3219
1785 742 5961
1786 900 6039
1787 191 83
1788 7 7864
1789 379 3984
1790 62 2223
1791 458 136
1792 290 4835
1793 155 8079
1794 311 7630
1795 810 1953
1796 578 4309
1797 588 9901
1798 302 1911
1799 202 5394
1800 351 3899
1801 421 5207
1802 366 8225
1803 690 6999
1804 532 301
1805 796 7762
1806 521 4846
1807 606 193
1808 225 7612
1809 836 559
1810 156 4704
1811 633 118
1812 594 7007
1813 696 3566
1814 619 4613
1815 344 1785
1816 540 7824
1817 708 4478
1818 979 6452
1819 563 6932
1820 477 6721
1821 542 7002
1822 35 232
1823 789 4011
1824 437 5310
1825 904 8368
1826 697 5429
1827 492 8689
1828 783 7958
1829 317 2064
1830 221 6628
1831 848 5279
1832 590 6043
1833 235 9151
1834 143 6209
1835 801 7799
1836 301 9550
1837 918 3969
1838 998 6388
1839 924 3108
1840 98 8740
1841 41 5414
1842 13 3672
1843 799 592
1844 810 8531
1845 367 5334
1846 663 3526
1847 917 8869
1848 12 5190
1849 960 615
1850 422 1255
1851 574 5401
1852 323 3851
1853 24 9850
1854 546 6739
1855 259 688
1856 606 4609
1857 264 6903
1858 126 1868
1859 811 4628
1860 968 9798
1861 302 246
1862 218 7869
1863 330 7726
1864 183 4965
1865 285 384
1866 338 1369
1867 484 6151
1868 426 3626
1869 200 4786
1870 58 2913
1871 750 9190
1872 129 2205
1873 922 8146
1874 186 5728
1875 923 7116
1876 30 8196
1877 76 1774
1878 103 6665
1879 254 1990
1880 127 2249
1881 314 500
1882 335 6192
1883 779 4196
1884 527 8455
1885 45 1798
1886 124 2392
1887 770 7804
1888 550 7618
1889 359 7022
1890 176 7374
1891 914 7399
